,id,meanSentimentRating,textSnippet,sentimentScore
886,86_10,-2.25,"When officers told him treatment wasn't their job, he brandished his drug paraphernalia, smashed station house windows and finally got himself arrested.",0
887,86_11,-0.5,"Brought before judges, he pleaded for treatment.",0
888,86_12,0.6,"Two made no effort to help, but at last, Judge Moore took an interest, made a personal call to managers of a drug treatment program and persuaded them to take Mr. Vega.",1
889,86_13,-0.5,"All this came to light on the day after Governor Cuomo gave a speech pointing out that while law enforcement is working hard to fight drugs, it can't hope to handle the problem by itself.",0
890,86_14,0.1,"He then announced a new task force, to be headed by Lieut.",1
891,86_15,0.65,"Gov. Stan Lundine, to bring drug treatment agencies together with law enforcement and to better coordinate their efforts.",1
892,86_17,0.55,Alexis Vega understands.,1
893,87_1,1.9,Some things are inexplicably magical.,1
894,87_2,1.1,"One is ''Goodnight Moon,'' the children's book by Margaret Wise Brown, wonderfully illustrated by Clement G. Hurd and brought back to mind by news of his recent death.",1
895,87_3,0.7,"How many little children, faces freshly scrubbed, snuggly in pile pajamas, have gone sleepily into Mr. Hurd's enchanted evening?",1
896,87_4,0.4,"How many mothers and fathers have led them there, just as entranced as the children?",1
897,87_5,1.15,"Entranced by the vivid solidity of the sleepy rabbit's room, the reassuring roster of the child's everyday tools: the comb, the brush, the mittens.",1
898,87_6,0.55,"And by Mr. Hurd's playful mouse, here on the windowsill, there on the hearth.",1
899,87_7,1.65,"Painting for readers who fear the dark, Mr. Hurd made a world that is warm and safe and inviting.",1
900,87_8,0.5,"Over four decades, readers of two million copies entered that world.",1
901,87_9,0.85,Now Mr. Hurd is gone but the magic remains.,1
902,88_1,0.1,New York City's Landmarks Preservation Commission is scheduled to vote today on a proposed 12-story office building in the South Street Seaport Historic District in lower Manhattan.,1
903,88_2,0.2,The vote raises a large issue: whether the Landmarks Commission and the city will embrace a balanced approach to development in historic districts.,1
904,88_3,0.9,Such an approach could actually encourage the preservation of older buildings by permitting construction of compatible new buildings.,1
905,88_4,-0.3,"The owners of the site at 50 Water Street, Paul and Seymour Milstein, have been trying to build there for seven years.",0
906,88_5,0.35,"The current design, a brick and granite base with stepped-back upper stories in stone and glass, is undeniably sensitive to the architectural spirit of the maritime district.",1
907,88_6,-1.3,"Some fear that the 148-foot structure would overpower the existing buildings, mostly four and five stories.",0
908,88_7,-0.95,But that ignores reality.,0
909,88_8,-1.3,Some of the smaller buildings are crumbling for want of investors.,0
910,88_9,-1.5,"Unless efforts are made to increase the seaport's overall economic vitality, restoration will languish.",0
911,88_10,1.1,"By any reasonable measure, the proposal now before the Landmarks Commission strikes a laudable compromise between the district's historic scale and the need for modern development.",1
912,89_1,0.75,"Eating more fiber is said to reduce the risk of heart disease, colon cancer and diabetes.",1
913,89_2,-1.2,But consumers seeking to follow that advice are hampered by the failure of food packagers to list fiber contents.,0
914,89_3,0.65,Congress could enhance the nation's health by requiring such listings.,1
915,89_4,-0.5,"Federal labeling rules have not yet caught up with scientific evidence for the benefits of fiber, now known to be at least as important to good nutrition as riboflavin, niacin and other commonly listed substances.",0
916,89_5,0.35,"The Center for Science in the Public Interest, a consumer advocacy group, has petitioned the Food and Drug Administration to mandate the inclusion of fiber on all nutrition labels.",1
917,89_6,-1.3,"Action is unlikely, however, given the agency's current antipathy to new regulations and tendency to bury such requests in red tape.",0
918,89_7,0.45,But Congress could enact the requirement as part of contemplated legislation that would increase disclosure of key nutrients.,1
919,89_8,0.1,"Doing so would impose negligible cost on business, while paying a significant dividend in terms of public health.",1
920,90_1,-1.0,Young lawyers and law graduates who choose careers in public service can expect to earn only a fraction of the wages of those who serve private clients.,0
921,90_2,1.0,Some law schools and law firms have begun to recognize the need to address the growing pay gap through such measures as student loan forgiveness programs.,1
922,90_3,1.0,A welcome addition to this trend is the Harvard Law School's new Judge Irving R. Kaufman Public Service Fellowship program.,1
923,90_4,0.55,"Endowed by Walter Annenberg, the publisher, the program will offer $10,000 awards to young professionals committed to public service careers.",1
924,90_5,1.15,"It is timed to honor Judge Kaufman's 40 years of public service on the Federal trial and appellate bench, longer than all but a handful of judges.",1
925,90_6,0.7,"That anniversary will be celebrated tomorrow at a special meeting of the entire U.S. Court of Appeals for the Second Circuit, in the United States Court House on Foley Square.",1
926,90_7,1.6,"Such ceremonies, called en banc sessions of the court, are impressive.",1
927,90_8,1.7,"If the fellowships encourage even a few more fledgling attorneys to enter public service, the rewards will be more impressive still.",1
928,91_1,0.65,The New York City police have put a new spin on an old parental dictum: Be nice to those you meet because you never know who they might turn out to be.,1
929,91_2,-0.05,Officers pretending to be Asians just arriving at Kennedy Airport asked cabbies to take them to the World Trade Center.,0
930,91_3,0.1,There a detective in plainclothes greeted arriving cabs and asked the passengers if they'd ''come for the cruise.'',1
931,91_4,-0.6,"If they said ''yes,'' thus signaling they'd been overcharged, they were told that ''the van has already left'' and were directed to an East River pier.",0
932,91_5,1.1,"The pier, decorated for the ''Kyoto Cameras Promotional Cruise,'' offered a big surprise.",1
933,91_6,-0.35,It was all a sting operation.,0
934,91_7,-1.15,Some 22 drivers who had demanded exorbitant fares were charged with petty larceny.,0
935,91_8,-0.75,"In this city, it is second nature to suspect that people are not what they seem.",0
936,91_9,-0.4,Is the drunk asleep at the end of the subway car an undercover cop?,0
937,91_10,-0.25,Is the diner making notes on an envelope a forgetful shopper or a restaurant critic?,0
938,91_11,-0.45,Is the kid playing three-card monte so eagerly a real player or the dealer's shill?,0
939,91_12,-0.7,"Now, thanks to a Police Department with greasepaint in its blood, there is another question.",0
940,91_13,-0.05,Is that man aiming his Nikon at Prometheus really a sightseer from Kyoto?,0
941,91_14,-0.4,Or is something funny going on at Rockefeller Center?,0
942,92_1,1.45,"A New Yorker who has always been predisposed to summer - her air-conditioner works, she doesn't have to don a coat when she runs out for the morning paper - has found yet another reason to enjoy the hot months.",1
943,92_2,1.4,Never has she had so great an opportunity to catch up on missed TV shows.,1
944,92_3,-0.3,"Last Thursday night, for instance, all but one of the seven channels to which she, who is cableless, has access were featuring reruns or old movies.",0
945,92_4,-0.6,On Friday night virtually the only new show (besides the news) was baseball: the New York Mets vs. the Houston Astros.,0
946,92_5,1.7,"For someone who turns on her set infrequently, these second-time-arounds are bliss.",1
947,92_6,0.55,"Now she can see the mini-series she missed in 1985 because she was out of town, or that episode of ''Cagney and Lacey'' in which young Harvey joined the Marines.",1
948,92_7,-0.7,"She can also see, assuming she's got a screw loose, an endless series of sitcoms.",0
949,92_8,-0.9,All this suggests to her that those who say summer is the ideal time to discover what lies beyond ''Swann's Way'' have it wrong.,0
950,92_9,0.05,It's Proust that's the three-seasons job; television can be taken care of in this one.,1
951,93_1,-1.7,Dear Senator D'Amato:  Your distaste for the Andres Serrano photograph of a crucifix immersed in urine seemed clear when you ripped up the catalogue of a show that included the photo and threw the shreds on the Senate floor.,0
952,93_2,-1.0,But your correspondence with a constituent who disagrees with you raises a nagging question.,0
953,93_3,-0.85,"Thomas F. Parker, of New York City, wrote to protest your stand, and received a reply that said: ''I share your outrage over the National Endowment for the Arts support of the Andres Serrano work.",0
954,93_4,-1.45,"If they fail to take steps to prevent this from occurring in the future, I am prepared to explore terminating funds for the Awards in Visual Arts program, and if need be, the endowment itself.''",0
955,93_8,0.3,"Mr. Parker wrote again, asking if you'd meant to send him the first reply, and got another which said: ''I have long been, and remain, a strong supporter of the N.E.A.",1
956,93_9,0.9,There is certainly room for Federal funding for art that is diverse and avant-garde and does not appeal to mainstream tastes.,1
957,93_13,-1.35,"However, when a work is deeply offensive to many taxpayers, I question the wisdom of Federal funding of such a project.''",0
958,93_14,0.5,"You concluded by saying, ''I will continue to support this vital agency.''",1
959,93_15,-0.8,"The nagging question is: Do you have any other opinions about the endowment, Senator, or just those two?",0
960,94_1,-0.45,Where did Congress suddenly find $3.5 billion for earthquake disaster relief?,0
